dataset_name;activity_name;feature_col;target_col;std;correlation_type;correlation_value;file_name
synthetic_log_001;H;activity_last_s;case:label;4.363;Spearman;-0.1865;synthetic_log_001_P-10_S-8_A-H_R_196-196_join_pos_enc.csv
synthetic_log_001;H;activity_repetition_s;case:label;1.128;Spearman;-0.2027;synthetic_log_001_P-10_S-8_A-H_R_196-196_join_pos_enc.csv
synthetic_log_001;H;activity_first_s;case:label;1.426;Spearman;-0.3121;synthetic_log_001_P-5_S-8_A-H_R_107-107_join_pos_enc.csv
synthetic_log_001;H;activity_last_s;case:label;1.426;Spearman;-0.3121;synthetic_log_001_P-5_S-8_A-H_R_107-107_join_pos_enc.csv
synthetic_log_001;H;activity_repetition_s;case:label;0.285;Spearman;-0.3121;synthetic_log_001_P-5_S-8_A-H_R_107-107_join_pos_enc.csv
synthetic_log_001;I;activity_last_s;case:label;2.768;Spearman;0.2936;synthetic_log_001_P-10_S-9_A-I_R_159-159_join_pos_enc.csv
synthetic_log_001;I;activity_repetition_s;case:label;0.558;Spearman;0.2929;synthetic_log_001_P-10_S-9_A-I_R_159-159_join_pos_enc.csv
synthetic_log_001;I;activity_first_s;case:label;2.719;Spearman;0.2777;synthetic_log_001_P-10_S-9_A-I_R_159-159_join_pos_enc.csv
synthetic_log_001;I;activity_first_o;case:label;2.37;Spearman;0.0;synthetic_log_001_P-10_S-9_A-I_R_159-159_join_pos_enc.csv
synthetic_log_001;I;activity_last_o;case:label;2.394;Spearman;0.0;synthetic_log_001_P-10_S-9_A-I_R_159-159_join_pos_enc.csv
synthetic_log_001;I;activity_repetition_o;case:label;0.205;Spearman;0.0;synthetic_log_001_P-10_S-9_A-I_R_159-159_join_pos_enc.csv
synthetic_log_001;I;activity_first_o;case:label;1.113;Spearman;0.0;synthetic_log_001_P-5_S-9_A-I_R_66-66_join_pos_enc.csv
synthetic_log_001;I;activity_last_o;case:label;1.113;Spearman;0.0;synthetic_log_001_P-5_S-9_A-I_R_66-66_join_pos_enc.csv
synthetic_log_001;I;activity_first_s;case:label;2.297;Spearman;-0.181;synthetic_log_001_P-5_S-9_A-I_R_66-66_join_pos_enc.csv
synthetic_log_001;I;activity_last_s;case:label;2.297;Spearman;-0.181;synthetic_log_001_P-5_S-9_A-I_R_66-66_join_pos_enc.csv
synthetic_log_001;I;activity_repetition_s;case:label;0.487;Spearman;-0.2499;synthetic_log_001_P-5_S-9_A-I_R_66-66_join_pos_enc.csv
synthetic_log_001;I;activity_repetition_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-9_A-I_R_66-66_join_pos_enc.csv
synthetic_log_001;J;activity_repetition_s;case:label;0.598;Spearman;0.3287;synthetic_log_001_P-10_S-10_A-J_R_228-228_join_pos_enc.csv
synthetic_log_001;J;activity_repetition_s;case:label;0.527;Spearman;0.0873;synthetic_log_001_P-5_S-10_A-J_R_94-94_join_pos_enc.csv
synthetic_log_001;J;activity_last_s;case:label;3.22;Spearman;0.0616;synthetic_log_001_P-10_S-10_A-J_R_228-228_join_pos_enc.csv
synthetic_log_001;J;activity_last_s;case:label;2.019;Spearman;0.046;synthetic_log_001_P-5_S-10_A-J_R_94-94_join_pos_enc.csv
synthetic_log_001;J;activity_first_s;case:label;2.986;Spearman;0.0453;synthetic_log_001_P-10_S-10_A-J_R_228-228_join_pos_enc.csv
synthetic_log_001;J;activity_first_s;case:label;1.997;Spearman;0.0367;synthetic_log_001_P-5_S-10_A-J_R_94-94_join_pos_enc.csv
synthetic_log_001;J;activity_first_o;case:label;2.42;Spearman;0.0;synthetic_log_001_P-10_S-10_A-J_R_228-228_join_pos_enc.csv
synthetic_log_001;J;activity_last_o;case:label;2.34;Spearman;0.0;synthetic_log_001_P-10_S-10_A-J_R_228-228_join_pos_enc.csv
synthetic_log_001;J;activity_repetition_o;case:label;0.338;Spearman;0.0;synthetic_log_001_P-10_S-10_A-J_R_228-228_join_pos_enc.csv
synthetic_log_001;J;activity_first_o;case:label;1.025;Spearman;0.0;synthetic_log_001_P-5_S-10_A-J_R_94-94_join_pos_enc.csv
synthetic_log_001;J;activity_last_o;case:label;1.025;Spearman;0.0;synthetic_log_001_P-5_S-10_A-J_R_94-94_join_pos_enc.csv
synthetic_log_001;J;activity_repetition_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-10_A-J_R_94-94_join_pos_enc.csv
synthetic_log_001;K;activity_first_o;case:label;2.896;Spearman;0.0;synthetic_log_001_P-10_S-11_A-K_R_219-219_join_pos_enc.csv
synthetic_log_001;K;activity_last_o;case:label;2.702;Spearman;0.0;synthetic_log_001_P-10_S-11_A-K_R_219-219_join_pos_enc.csv
synthetic_log_001;K;activity_repetition_o;case:label;0.344;Spearman;0.0;synthetic_log_001_P-10_S-11_A-K_R_219-219_join_pos_enc.csv
synthetic_log_001;K;activity_first_o;case:label;1.081;Spearman;0.0;synthetic_log_001_P-5_S-11_A-K_R_91-91_join_pos_enc.csv
synthetic_log_001;K;activity_last_o;case:label;1.091;Spearman;0.0;synthetic_log_001_P-5_S-11_A-K_R_91-91_join_pos_enc.csv
synthetic_log_001;K;activity_repetition_o;case:label;0.351;Spearman;0.0;synthetic_log_001_P-5_S-11_A-K_R_91-91_join_pos_enc.csv
synthetic_log_001;K;activity_first_s;case:label;4.221;Spearman;-0.2461;synthetic_log_001_P-10_S-11_A-K_R_219-219_join_pos_enc.csv
synthetic_log_001;K;activity_last_s;case:label;4.223;Spearman;-0.2472;synthetic_log_001_P-10_S-11_A-K_R_219-219_join_pos_enc.csv
synthetic_log_001;K;activity_first_s;case:label;0.956;Spearman;-0.2536;synthetic_log_001_P-5_S-11_A-K_R_91-91_join_pos_enc.csv
synthetic_log_001;K;activity_last_s;case:label;0.956;Spearman;-0.2536;synthetic_log_001_P-5_S-11_A-K_R_91-91_join_pos_enc.csv
synthetic_log_001;K;activity_repetition_s;case:label;0.239;Spearman;-0.2536;synthetic_log_001_P-5_S-11_A-K_R_91-91_join_pos_enc.csv
synthetic_log_001;K;activity_repetition_s;case:label;0.505;Spearman;-0.2737;synthetic_log_001_P-10_S-11_A-K_R_219-219_join_pos_enc.csv
synthetic_log_001;L;activity_repetition_s;case:label;0.53;Spearman;0.0039;synthetic_log_001_P-10_S-12_A-L_R_163-163_join_pos_enc.csv
synthetic_log_001;L;activity_first_o;case:label;2.538;Spearman;0.0;synthetic_log_001_P-10_S-12_A-L_R_163-163_join_pos_enc.csv
synthetic_log_001;L;activity_last_o;case:label;2.507;Spearman;0.0;synthetic_log_001_P-10_S-12_A-L_R_163-163_join_pos_enc.csv
synthetic_log_001;L;activity_repetition_o;case:label;0.529;Spearman;0.0;synthetic_log_001_P-10_S-12_A-L_R_163-163_join_pos_enc.csv
synthetic_log_001;L;activity_first_o;case:label;1.221;Spearman;0.0;synthetic_log_001_P-5_S-12_A-L_R_81-81_join_pos_enc.csv
synthetic_log_001;L;activity_last_o;case:label;1.314;Spearman;0.0;synthetic_log_001_P-5_S-12_A-L_R_81-81_join_pos_enc.csv
synthetic_log_001;L;activity_repetition_o;case:label;0.299;Spearman;0.0;synthetic_log_001_P-5_S-12_A-L_R_81-81_join_pos_enc.csv
synthetic_log_001;L;activity_first_s;case:label;2.857;Spearman;-0.1868;synthetic_log_001_P-10_S-12_A-L_R_163-163_join_pos_enc.csv
synthetic_log_001;L;activity_last_s;case:label;2.879;Spearman;-0.187;synthetic_log_001_P-10_S-12_A-L_R_163-163_join_pos_enc.csv
synthetic_log_001;L;activity_first_s;case:label;0.943;Spearman;-0.3639;synthetic_log_001_P-5_S-12_A-L_R_81-81_join_pos_enc.csv
synthetic_log_001;L;activity_last_s;case:label;0.943;Spearman;-0.3639;synthetic_log_001_P-5_S-12_A-L_R_81-81_join_pos_enc.csv
synthetic_log_001;L;activity_repetition_s;case:label;0.323;Spearman;-0.3645;synthetic_log_001_P-5_S-12_A-L_R_81-81_join_pos_enc.csv
synthetic_log_001;M;activity_last_s;case:label;3.175;Spearman;0.508;synthetic_log_001_P-10_S-13_A-M_R_215-215_join_pos_enc.csv
synthetic_log_001;M;activity_repetition_s;case:label;0.686;Spearman;0.5076;synthetic_log_001_P-10_S-13_A-M_R_215-215_join_pos_enc.csv
synthetic_log_001;M;activity_first_s;case:label;2.889;Spearman;0.4961;synthetic_log_001_P-10_S-13_A-M_R_215-215_join_pos_enc.csv
synthetic_log_001;M;activity_first_o;case:label;2.535;Spearman;0.0;synthetic_log_001_P-10_S-13_A-M_R_215-215_join_pos_enc.csv
synthetic_log_001;M;activity_last_o;case:label;2.619;Spearman;0.0;synthetic_log_001_P-10_S-13_A-M_R_215-215_join_pos_enc.csv
synthetic_log_001;M;activity_repetition_o;case:label;0.402;Spearman;0.0;synthetic_log_001_P-10_S-13_A-M_R_215-215_join_pos_enc.csv
synthetic_log_001;M;activity_first_o;case:label;1.061;Spearman;0.0;synthetic_log_001_P-5_S-13_A-M_R_101-101_join_pos_enc.csv
synthetic_log_001;M;activity_last_o;case:label;1.061;Spearman;0.0;synthetic_log_001_P-5_S-13_A-M_R_101-101_join_pos_enc.csv
synthetic_log_001;M;activity_repetition_s;case:label;0.417;Spearman;-0.4402;synthetic_log_001_P-5_S-13_A-M_R_101-101_join_pos_enc.csv
synthetic_log_001;M;activity_first_s;case:label;1.754;Spearman;-0.45;synthetic_log_001_P-5_S-13_A-M_R_101-101_join_pos_enc.csv
synthetic_log_001;M;activity_last_s;case:label;1.754;Spearman;-0.45;synthetic_log_001_P-5_S-13_A-M_R_101-101_join_pos_enc.csv
synthetic_log_001;M;activity_repetition_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-13_A-M_R_101-101_join_pos_enc.csv
synthetic_log_001;N;activity_first_o;case:label;2.367;Spearman;0.0;synthetic_log_001_P-10_S-14_A-N_R_220-220_join_pos_enc.csv
synthetic_log_001;N;activity_last_o;case:label;2.495;Spearman;0.0;synthetic_log_001_P-10_S-14_A-N_R_220-220_join_pos_enc.csv
synthetic_log_001;N;activity_repetition_o;case:label;0.306;Spearman;0.0;synthetic_log_001_P-10_S-14_A-N_R_220-220_join_pos_enc.csv
synthetic_log_001;N;activity_first_o;case:label;1.203;Spearman;0.0;synthetic_log_001_P-5_S-14_A-N_R_93-93_join_pos_enc.csv
synthetic_log_001;N;activity_last_o;case:label;1.173;Spearman;0.0;synthetic_log_001_P-5_S-14_A-N_R_93-93_join_pos_enc.csv
synthetic_log_001;N;activity_repetition_o;case:label;0.145;Spearman;0.0;synthetic_log_001_P-5_S-14_A-N_R_93-93_join_pos_enc.csv
synthetic_log_001;N;activity_repetition_s;case:label;0.762;Spearman;-0.117;synthetic_log_001_P-10_S-14_A-N_R_220-220_join_pos_enc.csv
synthetic_log_001;N;activity_last_s;case:label;3.551;Spearman;-0.2245;synthetic_log_001_P-10_S-14_A-N_R_220-220_join_pos_enc.csv
synthetic_log_001;N;activity_first_s;case:label;3.343;Spearman;-0.2285;synthetic_log_001_P-10_S-14_A-N_R_220-220_join_pos_enc.csv
synthetic_log_001;N;activity_first_s;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-14_A-N_R_93-93_join_pos_enc.csv
synthetic_log_001;N;activity_last_s;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-14_A-N_R_93-93_join_pos_enc.csv
synthetic_log_001;N;activity_repetition_s;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-14_A-N_R_93-93_join_pos_enc.csv
synthetic_log_001;O;activity_first_o;case:label;2.887;Spearman;0.0;synthetic_log_001_P-10_S-15_A-O_R_209-209_join_pos_enc.csv
synthetic_log_001;O;activity_last_o;case:label;2.755;Spearman;0.0;synthetic_log_001_P-10_S-15_A-O_R_209-209_join_pos_enc.csv
synthetic_log_001;O;activity_repetition_o;case:label;0.408;Spearman;0.0;synthetic_log_001_P-10_S-15_A-O_R_209-209_join_pos_enc.csv
synthetic_log_001;O;activity_first_o;case:label;1.292;Spearman;0.0;synthetic_log_001_P-5_S-15_A-O_R_109-109_join_pos_enc.csv
synthetic_log_001;O;activity_last_o;case:label;1.292;Spearman;0.0;synthetic_log_001_P-5_S-15_A-O_R_109-109_join_pos_enc.csv
synthetic_log_001;O;activity_first_s;case:label;3.46;Spearman;-0.4709;synthetic_log_001_P-10_S-15_A-O_R_209-209_join_pos_enc.csv
synthetic_log_001;O;activity_last_s;case:label;3.569;Spearman;-0.5187;synthetic_log_001_P-10_S-15_A-O_R_209-209_join_pos_enc.csv
synthetic_log_001;O;activity_first_s;case:label;1.551;Spearman;-0.7017;synthetic_log_001_P-5_S-15_A-O_R_109-109_join_pos_enc.csv
synthetic_log_001;O;activity_last_s;case:label;1.551;Spearman;-0.7017;synthetic_log_001_P-5_S-15_A-O_R_109-109_join_pos_enc.csv
synthetic_log_001;O;activity_repetition_s;case:label;0.732;Spearman;-0.7138;synthetic_log_001_P-10_S-15_A-O_R_209-209_join_pos_enc.csv
synthetic_log_001;O;activity_repetition_s;case:label;0.475;Spearman;-0.7169;synthetic_log_001_P-5_S-15_A-O_R_109-109_join_pos_enc.csv
synthetic_log_001;O;activity_repetition_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-15_A-O_R_109-109_join_pos_enc.csv
synthetic_log_001;P;activity_first_s;case:label;2.401;Spearman;0.3535;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_last_s;case:label;2.401;Spearman;0.3535;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_repetition_s;case:label;0.44;Spearman;0.298;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_first_o;case:label;2.466;Spearman;0.0;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_last_o;case:label;2.567;Spearman;0.0;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_repetition_o;case:label;0.367;Spearman;0.0;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_first_o;case:label;1.165;Spearman;0.0;synthetic_log_001_P-5_S-16_A-P_R_116-116_join_pos_enc.csv
