case:concept:name,concept:name,time:timestamp,event_nr,label
302,T,2024-01-31 02:01:00,7,1
302,E,2024-01-31 02:26:00,8,1
302,O,2024-01-31 03:13:00,9,1
302,M,2024-01-31 03:22:00,10,1
302,O,2024-01-31 03:43:00,11,1
302,F,2024-01-31 04:36:00,12,1
302,J,2024-01-31 05:00:00,13,1
302,U,2024-01-31 05:19:00,14,1
302,end,2024-01-31 05:56:00,15,1
402,start,2024-01-31 00:08:00,1,1
402,M,2024-01-31 00:25:00,2,1
402,A,2024-01-31 01:01:00,3,1
402,S,2024-01-31 01:03:00,4,1
402,D,2024-01-31 01:05:00,5,1
402,J,2024-01-31 01:52:00,6,1
402,T,2024-01-31 02:01:00,7,1
402,E,2024-01-31 02:26:00,8,1
402,O,2024-01-31 03:13:00,9,1
402,M,2024-01-31 03:22:00,10,1
402,O,2024-01-31 03:43:00,11,1
402,F,2024-01-31 04:36:00,12,1
402,J,2024-01-31 05:00:00,13,1
402,U,2024-01-31 05:19:00,14,1
402,end,2024-01-31 05:56:00,15,1
3,start,2024-01-31 00:02:00,1,0
3,E,2024-01-31 00:48:00,2,0
3,C,2024-01-31 01:09:00,3,0
3,S,2024-01-31 01:39:00,4,0
3,K,2024-01-31 02:38:00,5,0
3,P,2024-01-31 03:25:00,6,0
3,Q,2024-01-31 03:50:00,7,0
3,M,2024-01-31 04:34:00,8,0
3,K,2024-01-31 05:22:00,9,0
3,F,2024-01-31 05:27:00,10,0
3,A,2024-01-31 06:04:00,11,0
3,end,2024-01-31 07:03:00,12,0
103,start,2024-01-31 00:02:00,1,0
103,E,2024-01-31 00:48:00,2,0
103,C,2024-01-31 01:09:00,3,0
103,S,2024-01-31 01:39:00,4,0
103,K,2024-01-31 02:38:00,5,0
103,P,2024-01-31 03:25:00,6,0
103,Q,2024-01-31 03:50:00,7,0
103,M,2024-01-31 04:34:00,8,0
103,K,2024-01-31 05:22:00,9,0
103,F,2024-01-31 05:27:00,10,0
103,A,2024-01-31 06:04:00,11,0
103,end,2024-01-31 07:03:00,12,0
203,start,2024-01-31 00:02:00,1,0
203,E,2024-01-31 00:48:00,2,0
203,C,2024-01-31 01:09:00,3,0
203,S,2024-01-31 01:39:00,4,0
203,K,2024-01-31 02:38:00,5,0
203,P,2024-01-31 03:25:00,6,0
203,Q,2024-01-31 03:50:00,7,0
203,M,2024-01-31 04:34:00,8,0
203,K,2024-01-31 05:22:00,9,0
203,F,2024-01-31 05:27:00,10,0
203,A,2024-01-31 06:04:00,11,0
203,end,2024-01-31 07:03:00,12,0
303,start,2024-01-31 00:02:00,1,0
303,E,2024-01-31 00:48:00,2,0
303,C,2024-01-31 01:09:00,3,0
303,S,2024-01-31 01:39:00,4,0
303,K,2024-01-31 02:38:00,5,0
303,P,2024-01-31 03:25:00,6,0
303,Q,2024-01-31 03:50:00,7,0
303,M,2024-01-31 04:34:00,8,0
303,K,2024-01-31 05:22:00,9,0
303,F,2024-01-31 05:27:00,10,0
303,A,2024-01-31 06:04:00,11,0
303,end,2024-01-31 07:03:00,12,0
403,start,2024-01-31 00:02:00,1,0
403,E,2024-01-31 00:48:00,2,0
403,C,2024-01-31 01:09:00,3,0
403,S,2024-01-31 01:39:00,4,0
403,K,2024-01-31 02:38:00,5,0
403,P,2024-01-31 03:25:00,6,0
403,Q,2024-01-31 03:50:00,7,0
403,M,2024-01-31 04:34:00,8,0
403,K,2024-01-31 05:22:00,9,0
403,F,2024-01-31 05:27:00,10,0
403,A,2024-01-31 06:04:00,11,0
403,end,2024-01-31 07:03:00,12,0
4,start,2024-01-31 00:17:00,1,1
4,Q,2024-01-31 01:02:00,2,1
4,A,2024-01-31 01:22:00,3,1
4,U,2024-01-31 01:49:00,4,1
4,E,2024-01-31 02:09:00,5,1
4,S,2024-01-31 02:11:00,6,1
4,T,2024-01-31 02:41:00,7,1
4,M,2024-01-31 02:46:00,8,1
4,L,2024-01-31 03:26:00,9,1
4,O,2024-01-31 03:53:00,10,1
4,U,2024-01-31 04:07:00,11,1
4,Q,2024-01-31 04:48:00,12,1
4,F,2024-01-31 05:11:00,13,1
4,end,2024-01-31 05:34:00,14,1
104,start,2024-01-31 00:17:00,1,1
104,Q,2024-01-31 01:02:00,2,1
104,A,2024-01-31 01:22:00,3,1
104,U,2024-01-31 01:49:00,4,1
104,E,2024-01-31 02:09:00,5,1
104,S,2024-01-31 02:11:00,6,1
104,T,2024-01-31 02:41:00,7,1
104,M,2024-01-31 02:46:00,8,1
104,L,2024-01-31 03:26:00,9,1
104,O,2024-01-31 03:53:00,10,1
104,U,2024-01-31 04:07:00,11,1
104,Q,2024-01-31 04:48:00,12,1
104,F,2024-01-31 05:11:00,13,1
104,end,2024-01-31 05:34:00,14,1
5,start,2024-01-31 00:30:00,1,0
5,O,2024-01-31 00:34:00,2,0
5,C,2024-01-31 01:32:00,3,0
5,R,2024-01-31 02:10:00,4,0
5,F,2024-01-31 03:01:00,5,0
5,H,2024-01-31 03:27:00,6,0
5,L,2024-01-31 03:34:00,7,0
5,M,2024-01-31 03:55:00,8,0
5,F,2024-01-31 04:55:00,9,0
5,E,2024-01-31 05:37:00,10,0
5,A,2024-01-31 06:29:00,11,0
5,end,2024-01-31 06:52:00,12,0
105,start,2024-01-31 00:30:00,1,0
105,O,2024-01-31 00:34:00,2,0
105,C,2024-01-31 01:32:00,3,0
105,R,2024-01-31 02:10:00,4,0
105,F,2024-01-31 03:01:00,5,0
105,H,2024-01-31 03:27:00,6,0
105,L,2024-01-31 03:34:00,7,0
105,M,2024-01-31 03:55:00,8,0
105,F,2024-01-31 04:55:00,9,0
105,E,2024-01-31 05:37:00,10,0
105,A,2024-01-31 06:29:00,11,0
105,end,2024-01-31 06:52:00,12,0
205,start,2024-01-31 00:30:00,1,0
205,O,2024-01-31 00:34:00,2,0
205,C,2024-01-31 01:32:00,3,0
205,R,2024-01-31 02:10:00,4,0
205,F,2024-01-31 03:01:00,5,0
205,H,2024-01-31 03:27:00,6,0
205,L,2024-01-31 03:34:00,7,0
205,M,2024-01-31 03:55:00,8,0
205,F,2024-01-31 04:55:00,9,0
205,E,2024-01-31 05:37:00,10,0
205,A,2024-01-31 06:29:00,11,0
205,end,2024-01-31 06:52:00,12,0
6,start,2024-01-31 00:30:00,1,1
6,O,2024-01-31 00:55:00,2,1
6,A,2024-01-31 01:23:00,3,1
6,Q,2024-01-31 02:16:00,4,1
6,L,2024-01-31 03:04:00,5,1
6,U,2024-01-31 03:33:00,6,1
6,J,2024-01-31 04:32:00,7,1
6,O,2024-01-31 05:23:00,8,1
6,L,2024-01-31 05:38:00,9,1
6,F,2024-01-31 05:47:00,10,1
6,L,2024-01-31 06:45:00,11,1
6,B,2024-01-31 07:26:00,12,1
6,G,2024-01-31 07:31:00,13,1
6,P,2024-01-31 07:39:00,14,1
6,T,2024-01-31 08:25:00,15,1
6,T,2024-01-31 08:52:00,16,1
6,O,2024-01-31 09:23:00,17,1
6,end,2024-01-31 09:53:00,18,1
106,start,2024-01-31 00:30:00,1,1
106,O,2024-01-31 00:55:00,2,1
106,A,2024-01-31 01:23:00,3,1
106,Q,2024-01-31 02:16:00,4,1
106,L,2024-01-31 03:04:00,5,1
106,U,2024-01-31 03:33:00,6,1
106,J,2024-01-31 04:32:00,7,1
106,O,2024-01-31 05:23:00,8,1
106,L,2024-01-31 05:38:00,9,1
106,F,2024-01-31 05:47:00,10,1
106,L,2024-01-31 06:45:00,11,1
106,B,2024-01-31 07:26:00,12,1
106,G,2024-01-31 07:31:00,13,1
106,P,2024-01-31 07:39:00,14,1
106,T,2024-01-31 08:25:00,15,1
106,T,2024-01-31 08:52:00,16,1
106,O,2024-01-31 09:23:00,17,1
106,end,2024-01-31 09:53:00,18,1
206,start,2024-01-31 00:30:00,1,1
206,O,2024-01-31 00:55:00,2,1
206,A,2024-01-31 01:23:00,3,1
206,Q,2024-01-31 02:16:00,4,1
206,L,2024-01-31 03:04:00,5,1
206,U,2024-01-31 03:33:00,6,1
206,J,2024-01-31 04:32:00,7,1
206,O,2024-01-31 05:23:00,8,1
206,L,2024-01-31 05:38:00,9,1
206,F,2024-01-31 05:47:00,10,1
206,L,2024-01-31 06:45:00,11,1
206,B,2024-01-31 07:26:00,12,1
206,G,2024-01-31 07:31:00,13,1
206,P,2024-01-31 07:39:00,14,1
206,T,2024-01-31 08:25:00,15,1
206,T,2024-01-31 08:52:00,16,1
206,O,2024-01-31 09:23:00,17,1
206,end,2024-01-31 09:53:00,18,1
306,start,2024-01-31 00:30:00,1,1
306,O,2024-01-31 00:55:00,2,1
306,A,2024-01-31 01:23:00,3,1
306,Q,2024-01-31 02:16:00,4,1
306,L,2024-01-31 03:04:00,5,1
306,U,2024-01-31 03:33:00,6,1
306,J,2024-01-31 04:32:00,7,1
306,O,2024-01-31 05:23:00,8,1
306,L,2024-01-31 05:38:00,9,1
306,F,2024-01-31 05:47:00,10,1
306,L,2024-01-31 06:45:00,11,1
306,B,2024-01-31 07:26:00,12,1
306,G,2024-01-31 07:31:00,13,1
306,P,2024-01-31 07:39:00,14,1
306,T,2024-01-31 08:25:00,15,1
306,T,2024-01-31 08:52:00,16,1
306,O,2024-01-31 09:23:00,17,1
306,end,2024-01-31 09:53:00,18,1
406,start,2024-01-31 00:30:00,1,1
406,O,2024-01-31 00:55:00,2,1
406,A,2024-01-31 01:23:00,3,1
406,Q,2024-01-31 02:16:00,4,1
406,L,2024-01-31 03:04:00,5,1
406,U,2024-01-31 03:33:00,6,1
406,J,2024-01-31 04:32:00,7,1
406,O,2024-01-31 05:23:00,8,1
406,L,2024-01-31 05:38:00,9,1
406,F,2024-01-31 05:47:00,10,1
406,L,2024-01-31 06:45:00,11,1
406,B,2024-01-31 07:26:00,12,1
406,G,2024-01-31 07:31:00,13,1
406,P,2024-01-31 07:39:00,14,1
406,T,2024-01-31 08:25:00,15,1
406,T,2024-01-31 08:52:00,16,1
406,O,2024-01-31 09:23:00,17,1
406,end,2024-01-31 09:53:00,18,1
506,start,2024-01-31 00:30:00,1,1
506,O,2024-01-31 00:55:00,2,1
506,A,2024-01-31 01:23:00,3,1
506,Q,2024-01-31 02:16:00,4,1
506,L,2024-01-31 03:04:00,5,1
506,U,2024-01-31 03:33:00,6,1
506,J,2024-01-31 04:32:00,7,1
506,O,2024-01-31 05:23:00,8,1
506,L,2024-01-31 05:38:00,9,1
506,F,2024-01-31 05:47:00,10,1
506,L,2024-01-31 06:45:00,11,1
506,B,2024-01-31 07:26:00,12,1
506,G,2024-01-31 07:31:00,13,1
506,P,2024-01-31 07:39:00,14,1
506,T,2024-01-31 08:25:00,15,1
506,T,2024-01-31 08:52:00,16,1
506,O,2024-01-31 09:23:00,17,1
506,end,2024-01-31 09:53:00,18,1
606,start,2024-01-31 00:30:00,1,1
606,O,2024-01-31 00:55:00,2,1
606,A,2024-01-31 01:23:00,3,1
606,Q,2024-01-31 02:16:00,4,1
606,L,2024-01-31 03:04:00,5,1
606,U,2024-01-31 03:33:00,6,1
606,J,2024-01-31 04:32:00,7,1
606,O,2024-01-31 05:23:00,8,1
606,L,2024-01-31 05:38:00,9,1
606,F,2024-01-31 05:47:00,10,1
606,L,2024-01-31 06:45:00,11,1
606,B,2024-01-31 07:26:00,12,1
606,G,2024-01-31 07:31:00,13,1
606,P,2024-01-31 07:39:00,14,1
606,T,2024-01-31 08:25:00,15,1
606,T,2024-01-31 08:52:00,16,1
606,O,2024-01-31 09:23:00,17,1
606,end,2024-01-31 09:53:00,18,1
706,start,2024-01-31 00:30:00,1,1
706,O,2024-01-31 00:55:00,2,1
706,A,2024-01-31 01:23:00,3,1
706,Q,2024-01-31 02:16:00,4,1
706,L,2024-01-31 03:04:00,5,1
706,U,2024-01-31 03:33:00,6,1
706,J,2024-01-31 04:32:00,7,1
706,O,2024-01-31 05:23:00,8,1
706,L,2024-01-31 05:38:00,9,1
706,F,2024-01-31 05:47:00,10,1
706,L,2024-01-31 06:45:00,11,1
706,B,2024-01-31 07:26:00,12,1
706,G,2024-01-31 07:31:00,13,1
706,P,2024-01-31 07:39:00,14,1
706,T,2024-01-31 08:25:00,15,1
706,T,2024-01-31 08:52:00,16,1
706,O,2024-01-31 09:23:00,17,1
706,end,2024-01-31 09:53:00,18,1
806,start,2024-01-31 00:30:00,1,1
806,O,2024-01-31 00:55:00,2,1
806,A,2024-01-31 01:23:00,3,1
806,Q,2024-01-31 02:16:00,4,1
806,L,2024-01-31 03:04:00,5,1
806,U,2024-01-31 03:33:00,6,1
806,J,2024-01-31 04:32:00,7,1
806,O,2024-01-31 05:23:00,8,1
806,L,2024-01-31 05:38:00,9,1
806,F,2024-01-31 05:47:00,10,1
806,L,2024-01-31 06:45:00,11,1
806,B,2024-01-31 07:26:00,12,1
806,G,2024-01-31 07:31:00,13,1
806,P,2024-01-31 07:39:00,14,1
806,T,2024-01-31 08:25:00,15,1
806,T,2024-01-31 08:52:00,16,1
806,O,2024-01-31 09:23:00,17,1
806,end,2024-01-31 09:53:00,18,1
7,start,2024-01-31 00:04:00,1,1
7,I,2024-01-31 00:10:00,2,1
7,A,2024-01-31 00:22:00,3,1
7,O,2024-01-31 00:42:00,4,1
7,J,2024-01-31 01:30:00,5,1
7,O,2024-01-31 01:47:00,6,1
7,R,2024-01-31 02:30:00,7,1
7,T,2024-01-31 03:05:00,8,1
7,B,2024-01-31 03:50:00,9,1
7,D,2024-01-31 04:37:00,10,1
7,B,2024-01-31 05:15:00,11,1
7,P,2024-01-31 05:33:00,12,1
7,C,2024-01-31 05:51:00,13,1
7,M,2024-01-31 06:14:00,14,1
7,D,2024-01-31 06:54:00,15,1
7,M,2024-01-31 06:58:00,16,1
7,E,2024-01-31 07:58:00,17,1
7,D,2024-01-31 08:38:00,18,1
7,P,2024-01-31 09:24:00,19,1
7,end,2024-01-31 09:48:00,20,1
107,start,2024-01-31 00:04:00,1,1
107,I,2024-01-31 00:10:00,2,1
107,A,2024-01-31 00:22:00,3,1
107,O,2024-01-31 00:42:00,4,1
107,J,2024-01-31 01:30:00,5,1
107,O,2024-01-31 01:47:00,6,1
107,R,2024-01-31 02:30:00,7,1
107,T,2024-01-31 03:05:00,8,1
107,B,2024-01-31 03:50:00,9,1
107,D,2024-01-31 04:37:00,10,1
107,B,2024-01-31 05:15:00,11,1
107,P,2024-01-31 05:33:00,12,1
107,C,2024-01-31 05:51:00,13,1
107,M,2024-01-31 06:14:00,14,1
107,D,2024-01-31 06:54:00,15,1
107,M,2024-01-31 06:58:00,16,1
107,E,2024-01-31 07:58:00,17,1
107,D,2024-01-31 08:38:00,18,1
107,P,2024-01-31 09:24:00,19,1
107,end,2024-01-31 09:48:00,20,1
207,start,2024-01-31 00:04:00,1,1
207,I,2024-01-31 00:10:00,2,1
207,A,2024-01-31 00:22:00,3,1
207,O,2024-01-31 00:42:00,4,1
207,J,2024-01-31 01:30:00,5,1
207,O,2024-01-31 01:47:00,6,1
207,R,2024-01-31 02:30:00,7,1
207,T,2024-01-31 03:05:00,8,1
207,B,2024-01-31 03:50:00,9,1
207,D,2024-01-31 04:37:00,10,1
207,B,2024-01-31 05:15:00,11,1
207,P,2024-01-31 05:33:00,12,1
207,C,2024-01-31 05:51:00,13,1
207,M,2024-01-31 06:14:00,14,1
207,D,2024-01-31 06:54:00,15,1
207,M,2024-01-31 06:58:00,16,1
207,E,2024-01-31 07:58:00,17,1
207,D,2024-01-31 08:38:00,18,1
207,P,2024-01-31 09:24:00,19,1
207,end,2024-01-31 09:48:00,20,1
307,start,2024-01-31 00:04:00,1,1
307,I,2024-01-31 00:10:00,2,1
307,A,2024-01-31 00:22:00,3,1
307,O,2024-01-31 00:42:00,4,1
307,J,2024-01-31 01:30:00,5,1
307,O,2024-01-31 01:47:00,6,1
307,R,2024-01-31 02:30:00,7,1
307,T,2024-01-31 03:05:00,8,1
307,B,2024-01-31 03:50:00,9,1
307,D,2024-01-31 04:37:00,10,1
307,B,2024-01-31 05:15:00,11,1
307,P,2024-01-31 05:33:00,12,1
307,C,2024-01-31 05:51:00,13,1
307,M,2024-01-31 06:14:00,14,1
307,D,2024-01-31 06:54:00,15,1
307,M,2024-01-31 06:58:00,16,1
307,E,2024-01-31 07:58:00,17,1
307,D,2024-01-31 08:38:00,18,1
307,P,2024-01-31 09:24:00,19,1
307,end,2024-01-31 09:48:00,20,1
407,start,2024-01-31 00:04:00,1,1
407,I,2024-01-31 00:10:00,2,1
407,A,2024-01-31 00:22:00,3,1
407,O,2024-01-31 00:42:00,4,1
407,J,2024-01-31 01:30:00,5,1
407,O,2024-01-31 01:47:00,6,1
407,R,2024-01-31 02:30:00,7,1
407,T,2024-01-31 03:05:00,8,1
407,B,2024-01-31 03:50:00,9,1
407,D,2024-01-31 04:37:00,10,1
407,B,2024-01-31 05:15:00,11,1
407,P,2024-01-31 05:33:00,12,1
407,C,2024-01-31 05:51:00,13,1
407,M,2024-01-31 06:14:00,14,1
407,D,2024-01-31 06:54:00,15,1
407,M,2024-01-31 06:58:00,16,1
407,E,2024-01-31 07:58:00,17,1
407,D,2024-01-31 08:38:00,18,1
407,P,2024-01-31 09:24:00,19,1
407,end,2024-01-31 09:48:00,20,1
507,start,2024-01-31 00:04:00,1,1
507,I,2024-01-31 00:10:00,2,1
507,A,2024-01-31 00:22:00,3,1
507,O,2024-01-31 00:42:00,4,1
507,J,2024-01-31 01:30:00,5,1
507,O,2024-01-31 01:47:00,6,1
507,R,2024-01-31 02:30:00,7,1
507,T,2024-01-31 03:05:00,8,1
507,B,2024-01-31 03:50:00,9,1
507,D,2024-01-31 04:37:00,10,1
507,B,2024-01-31 05:15:00,11,1
507,P,2024-01-31 05:33:00,12,1
507,C,2024-01-31 05:51:00,13,1
507,M,2024-01-31 06:14:00,14,1
507,D,2024-01-31 06:54:00,15,1
507,M,2024-01-31 06:58:00,16,1
507,E,2024-01-31 07:58:00,17,1
507,D,2024-01-31 08:38:00,18,1
507,P,2024-01-31 09:24:00,19,1
507,end,2024-01-31 09:48:00,20,1
607,start,2024-01-31 00:04:00,1,1
607,I,2024-01-31 00:10:00,2,1
607,A,2024-01-31 00:22:00,3,1
607,O,2024-01-31 00:42:00,4,1
607,J,2024-01-31 01:30:00,5,1
607,O,2024-01-31 01:47:00,6,1
607,R,2024-01-31 02:30:00,7,1
607,T,2024-01-31 03:05:00,8,1
607,B,2024-01-31 03:50:00,9,1
607,D,2024-01-31 04:37:00,10,1
607,B,2024-01-31 05:15:00,11,1
607,P,2024-01-31 05:33:00,12,1
607,C,2024-01-31 05:51:00,13,1
607,M,2024-01-31 06:14:00,14,1
607,D,2024-01-31 06:54:00,15,1
607,M,2024-01-31 06:58:00,16,1
607,E,2024-01-31 07:58:00,17,1
607,D,2024-01-31 08:38:00,18,1
607,P,2024-01-31 09:24:00,19,1
607,end,2024-01-31 09:48:00,20,1
707,start,2024-01-31 00:04:00,1,1
707,I,2024-01-31 00:10:00,2,1
707,A,2024-01-31 00:22:00,3,1
707,O,2024-01-31 00:42:00,4,1
707,J,2024-01-31 01:30:00,5,1
707,O,2024-01-31 01:47:00,6,1
707,R,2024-01-31 02:30:00,7,1
707,T,2024-01-31 03:05:00,8,1
707,B,2024-01-31 03:50:00,9,1
707,D,2024-01-31 04:37:00,10,1
707,B,2024-01-31 05:15:00,11,1
707,P,2024-01-31 05:33:00,12,1
707,C,2024-01-31 05:51:00,13,1
707,M,2024-01-31 06:14:00,14,1
707,D,2024-01-31 06:54:00,15,1
707,M,2024-01-31 06:58:00,16,1
707,E,2024-01-31 07:58:00,17,1
707,D,2024-01-31 08:38:00,18,1
707,P,2024-01-31 09:24:00,19,1
707,end,2024-01-31 09:48:00,20,1
8,start,2024-01-31 00:27:00,1,0
8,H,2024-01-31 01:01:00,2,0
8,U,2024-01-31 01:06:00,3,0
8,O,2024-01-31 01:47:00,4,0
8,I,2024-01-31 01:54:00,5,0
8,M,2024-01-31 02:06:00,6,0
8,A,2024-01-31 02:56:00,7,0
8,U,2024-01-31 02:57:00,8,0
8,N,2024-01-31 03:17:00,9,0
8,D,2024-01-31 04:05:00,10,0
8,T,2024-01-31 05:03:00,11,0
8,end,2024-01-31 05:15:00,12,0
108,start,2024-01-31 00:27:00,1,0
108,H,2024-01-31 01:01:00,2,0
108,U,2024-01-31 01:06:00,3,0
108,O,2024-01-31 01:47:00,4,0
108,I,2024-01-31 01:54:00,5,0
108,M,2024-01-31 02:06:00,6,0
108,A,2024-01-31 02:56:00,7,0
108,U,2024-01-31 02:57:00,8,0
108,N,2024-01-31 03:17:00,9,0
108,D,2024-01-31 04:05:00,10,0
108,T,2024-01-31 05:03:00,11,0
108,end,2024-01-31 05:15:00,12,0
208,start,2024-01-31 00:27:00,1,0
208,H,2024-01-31 01:01:00,2,0
208,U,2024-01-31 01:06:00,3,0
208,O,2024-01-31 01:47:00,4,0
208,I,2024-01-31 01:54:00,5,0
208,M,2024-01-31 02:06:00,6,0
208,A,2024-01-31 02:56:00,7,0
208,U,2024-01-31 02:57:00,8,0
208,N,2024-01-31 03:17:00,9,0
208,D,2024-01-31 04:05:00,10,0
208,T,2024-01-31 05:03:00,11,0
208,end,2024-01-31 05:15:00,12,0
308,start,2024-01-31 00:27:00,1,0
308,H,2024-01-31 01:01:00,2,0
308,U,2024-01-31 01:06:00,3,0
308,O,2024-01-31 01:47:00,4,0
308,I,2024-01-31 01:54:00,5,0
308,M,2024-01-31 02:06:00,6,0
308,A,2024-01-31 02:56:00,7,0
308,U,2024-01-31 02:57:00,8,0
308,N,2024-01-31 03:17:00,9,0
308,D,2024-01-31 04:05:00,10,0
308,T,2024-01-31 05:03:00,11,0
