case:concept:name,concept:name,time:timestamp,event_nr,label
402,D,2024-01-31 03:32:00,7,0
402,J,2024-01-31 03:56:00,8,0
402,B,2024-01-31 04:43:00,9,0
402,Q,2024-01-31 05:41:00,10,0
402,Q,2024-01-31 06:21:00,11,0
402,G,2024-01-31 07:19:00,12,0
402,J,2024-01-31 07:39:00,13,0
402,G,2024-01-31 08:15:00,14,0
402,C,2024-01-31 08:26:00,15,0
402,Q,2024-01-31 08:50:00,16,0
402,F,2024-01-31 09:37:00,17,0
402,Q,2024-01-31 10:34:00,18,0
402,H,2024-01-31 11:27:00,19,0
402,S,2024-01-31 11:46:00,20,0
402,J,2024-01-31 12:35:00,21,0
402,Q,2024-01-31 13:18:00,22,0
402,A,2024-01-31 13:22:00,23,0
402,end,2024-01-31 13:45:00,24,0
602,start,2024-01-31 00:14:00,1,0
602,L,2024-01-31 01:13:00,2,0
602,T,2024-01-31 01:23:00,3,0
602,M,2024-01-31 01:58:00,4,0
602,T,2024-01-31 02:16:00,5,0
602,N,2024-01-31 02:45:00,6,0
602,D,2024-01-31 03:32:00,7,0
602,J,2024-01-31 03:56:00,8,0
602,B,2024-01-31 04:43:00,9,0
602,Q,2024-01-31 05:41:00,10,0
602,Q,2024-01-31 06:21:00,11,0
602,G,2024-01-31 07:19:00,12,0
602,J,2024-01-31 07:39:00,13,0
602,G,2024-01-31 08:15:00,14,0
602,C,2024-01-31 08:26:00,15,0
602,Q,2024-01-31 08:50:00,16,0
602,F,2024-01-31 09:37:00,17,0
602,Q,2024-01-31 10:34:00,18,0
602,H,2024-01-31 11:27:00,19,0
602,S,2024-01-31 11:46:00,20,0
602,J,2024-01-31 12:35:00,21,0
602,Q,2024-01-31 13:18:00,22,0
602,A,2024-01-31 13:22:00,23,0
602,end,2024-01-31 13:45:00,24,0
802,start,2024-01-31 00:14:00,1,0
802,L,2024-01-31 01:13:00,2,0
802,T,2024-01-31 01:23:00,3,0
802,M,2024-01-31 01:58:00,4,0
802,T,2024-01-31 02:16:00,5,0
802,N,2024-01-31 02:45:00,6,0
802,D,2024-01-31 03:32:00,7,0
802,J,2024-01-31 03:56:00,8,0
802,B,2024-01-31 04:43:00,9,0
802,Q,2024-01-31 05:41:00,10,0
802,Q,2024-01-31 06:21:00,11,0
802,G,2024-01-31 07:19:00,12,0
802,J,2024-01-31 07:39:00,13,0
802,G,2024-01-31 08:15:00,14,0
802,C,2024-01-31 08:26:00,15,0
802,Q,2024-01-31 08:50:00,16,0
802,F,2024-01-31 09:37:00,17,0
802,Q,2024-01-31 10:34:00,18,0
802,H,2024-01-31 11:27:00,19,0
802,S,2024-01-31 11:46:00,20,0
802,J,2024-01-31 12:35:00,21,0
802,Q,2024-01-31 13:18:00,22,0
802,A,2024-01-31 13:22:00,23,0
802,end,2024-01-31 13:45:00,24,0
1002,start,2024-01-31 00:14:00,1,0
1002,L,2024-01-31 01:13:00,2,0
1002,T,2024-01-31 01:23:00,3,0
1002,M,2024-01-31 01:58:00,4,0
1002,T,2024-01-31 02:16:00,5,0
1002,N,2024-01-31 02:45:00,6,0
1002,D,2024-01-31 03:32:00,7,0
1002,J,2024-01-31 03:56:00,8,0
1002,B,2024-01-31 04:43:00,9,0
1002,Q,2024-01-31 05:41:00,10,0
1002,Q,2024-01-31 06:21:00,11,0
1002,G,2024-01-31 07:19:00,12,0
1002,J,2024-01-31 07:39:00,13,0
1002,G,2024-01-31 08:15:00,14,0
1002,C,2024-01-31 08:26:00,15,0
1002,Q,2024-01-31 08:50:00,16,0
1002,F,2024-01-31 09:37:00,17,0
1002,Q,2024-01-31 10:34:00,18,0
1002,H,2024-01-31 11:27:00,19,0
1002,S,2024-01-31 11:46:00,20,0
1002,J,2024-01-31 12:35:00,21,0
1002,Q,2024-01-31 13:18:00,22,0
1002,A,2024-01-31 13:22:00,23,0
1002,end,2024-01-31 13:45:00,24,0
1202,start,2024-01-31 00:14:00,1,0
1202,L,2024-01-31 01:13:00,2,0
1202,T,2024-01-31 01:23:00,3,0
1202,M,2024-01-31 01:58:00,4,0
1202,T,2024-01-31 02:16:00,5,0
1202,N,2024-01-31 02:45:00,6,0
1202,D,2024-01-31 03:32:00,7,0
1202,J,2024-01-31 03:56:00,8,0
1202,B,2024-01-31 04:43:00,9,0
1202,Q,2024-01-31 05:41:00,10,0
1202,Q,2024-01-31 06:21:00,11,0
1202,G,2024-01-31 07:19:00,12,0
1202,J,2024-01-31 07:39:00,13,0
1202,G,2024-01-31 08:15:00,14,0
1202,C,2024-01-31 08:26:00,15,0
1202,Q,2024-01-31 08:50:00,16,0
1202,F,2024-01-31 09:37:00,17,0
1202,Q,2024-01-31 10:34:00,18,0
1202,H,2024-01-31 11:27:00,19,0
1202,S,2024-01-31 11:46:00,20,0
1202,J,2024-01-31 12:35:00,21,0
1202,Q,2024-01-31 13:18:00,22,0
1202,A,2024-01-31 13:22:00,23,0
1202,end,2024-01-31 13:45:00,24,0
1402,start,2024-01-31 00:14:00,1,0
1402,L,2024-01-31 01:13:00,2,0
1402,T,2024-01-31 01:23:00,3,0
1402,M,2024-01-31 01:58:00,4,0
1402,T,2024-01-31 02:16:00,5,0
1402,N,2024-01-31 02:45:00,6,0
1402,D,2024-01-31 03:32:00,7,0
1402,J,2024-01-31 03:56:00,8,0
1402,B,2024-01-31 04:43:00,9,0
1402,Q,2024-01-31 05:41:00,10,0
1402,Q,2024-01-31 06:21:00,11,0
1402,G,2024-01-31 07:19:00,12,0
1402,J,2024-01-31 07:39:00,13,0
1402,G,2024-01-31 08:15:00,14,0
1402,C,2024-01-31 08:26:00,15,0
1402,Q,2024-01-31 08:50:00,16,0
1402,F,2024-01-31 09:37:00,17,0
1402,Q,2024-01-31 10:34:00,18,0
1402,H,2024-01-31 11:27:00,19,0
1402,S,2024-01-31 11:46:00,20,0
1402,J,2024-01-31 12:35:00,21,0
1402,Q,2024-01-31 13:18:00,22,0
1402,A,2024-01-31 13:22:00,23,0
1402,end,2024-01-31 13:45:00,24,0
1602,start,2024-01-31 00:14:00,1,0
1602,L,2024-01-31 01:13:00,2,0
1602,T,2024-01-31 01:23:00,3,0
1602,M,2024-01-31 01:58:00,4,0
1602,T,2024-01-31 02:16:00,5,0
1602,N,2024-01-31 02:45:00,6,0
1602,D,2024-01-31 03:32:00,7,0
1602,J,2024-01-31 03:56:00,8,0
1602,B,2024-01-31 04:43:00,9,0
1602,Q,2024-01-31 05:41:00,10,0
1602,Q,2024-01-31 06:21:00,11,0
1602,G,2024-01-31 07:19:00,12,0
1602,J,2024-01-31 07:39:00,13,0
1602,G,2024-01-31 08:15:00,14,0
1602,C,2024-01-31 08:26:00,15,0
1602,Q,2024-01-31 08:50:00,16,0
1602,F,2024-01-31 09:37:00,17,0
1602,Q,2024-01-31 10:34:00,18,0
1602,H,2024-01-31 11:27:00,19,0
1602,S,2024-01-31 11:46:00,20,0
1602,J,2024-01-31 12:35:00,21,0
1602,Q,2024-01-31 13:18:00,22,0
1602,A,2024-01-31 13:22:00,23,0
1602,end,2024-01-31 13:45:00,24,0
1802,start,2024-01-31 00:14:00,1,0
1802,L,2024-01-31 01:13:00,2,0
1802,T,2024-01-31 01:23:00,3,0
1802,M,2024-01-31 01:58:00,4,0
1802,T,2024-01-31 02:16:00,5,0
1802,N,2024-01-31 02:45:00,6,0
1802,D,2024-01-31 03:32:00,7,0
1802,J,2024-01-31 03:56:00,8,0
1802,B,2024-01-31 04:43:00,9,0
1802,Q,2024-01-31 05:41:00,10,0
1802,Q,2024-01-31 06:21:00,11,0
1802,G,2024-01-31 07:19:00,12,0
1802,J,2024-01-31 07:39:00,13,0
1802,G,2024-01-31 08:15:00,14,0
1802,C,2024-01-31 08:26:00,15,0
1802,Q,2024-01-31 08:50:00,16,0
1802,F,2024-01-31 09:37:00,17,0
1802,Q,2024-01-31 10:34:00,18,0
1802,H,2024-01-31 11:27:00,19,0
1802,S,2024-01-31 11:46:00,20,0
1802,J,2024-01-31 12:35:00,21,0
1802,Q,2024-01-31 13:18:00,22,0
1802,A,2024-01-31 13:22:00,23,0
1802,end,2024-01-31 13:45:00,24,0
2002,start,2024-01-31 00:14:00,1,0
2002,L,2024-01-31 01:13:00,2,0
2002,T,2024-01-31 01:23:00,3,0
2002,M,2024-01-31 01:58:00,4,0
2002,T,2024-01-31 02:16:00,5,0
2002,N,2024-01-31 02:45:00,6,0
2002,D,2024-01-31 03:32:00,7,0
2002,J,2024-01-31 03:56:00,8,0
2002,B,2024-01-31 04:43:00,9,0
2002,Q,2024-01-31 05:41:00,10,0
2002,Q,2024-01-31 06:21:00,11,0
2002,G,2024-01-31 07:19:00,12,0
2002,J,2024-01-31 07:39:00,13,0
2002,G,2024-01-31 08:15:00,14,0
2002,C,2024-01-31 08:26:00,15,0
2002,Q,2024-01-31 08:50:00,16,0
2002,F,2024-01-31 09:37:00,17,0
2002,Q,2024-01-31 10:34:00,18,0
2002,H,2024-01-31 11:27:00,19,0
2002,S,2024-01-31 11:46:00,20,0
2002,J,2024-01-31 12:35:00,21,0
2002,Q,2024-01-31 13:18:00,22,0
2002,A,2024-01-31 13:22:00,23,0
2002,end,2024-01-31 13:45:00,24,0
3,start,2024-01-31 00:16:00,1,1
3,N,2024-01-31 00:43:00,2,1
3,P,2024-01-31 01:30:00,3,1
3,R,2024-01-31 02:23:00,4,1
3,A,2024-01-31 03:03:00,5,1
3,R,2024-01-31 03:39:00,6,1
3,H,2024-01-31 03:46:00,7,1
3,S,2024-01-31 04:34:00,8,1
3,G,2024-01-31 05:07:00,9,1
3,T,2024-01-31 05:53:00,10,1
3,G,2024-01-31 06:51:00,11,1
3,K,2024-01-31 07:21:00,12,1
3,Q,2024-01-31 07:45:00,13,1
3,L,2024-01-31 08:04:00,14,1
3,L,2024-01-31 08:35:00,15,1
3,H,2024-01-31 09:34:00,16,1
3,B,2024-01-31 09:40:00,17,1
3,J,2024-01-31 10:00:00,18,1
3,J,2024-01-31 10:12:00,19,1
3,F,2024-01-31 10:46:00,20,1
3,Q,2024-01-31 11:09:00,21,1
3,D,2024-01-31 11:42:00,22,1
3,N,2024-01-31 12:02:00,23,1
3,F,2024-01-31 12:34:00,24,1
3,end,2024-01-31 13:10:00,25,1
203,start,2024-01-31 00:16:00,1,1
203,N,2024-01-31 00:43:00,2,1
203,P,2024-01-31 01:30:00,3,1
203,R,2024-01-31 02:23:00,4,1
203,A,2024-01-31 03:03:00,5,1
203,R,2024-01-31 03:39:00,6,1
203,H,2024-01-31 03:46:00,7,1
203,S,2024-01-31 04:34:00,8,1
203,G,2024-01-31 05:07:00,9,1
203,T,2024-01-31 05:53:00,10,1
203,G,2024-01-31 06:51:00,11,1
203,K,2024-01-31 07:21:00,12,1
203,Q,2024-01-31 07:45:00,13,1
203,L,2024-01-31 08:04:00,14,1
203,L,2024-01-31 08:35:00,15,1
203,H,2024-01-31 09:34:00,16,1
203,B,2024-01-31 09:40:00,17,1
203,J,2024-01-31 10:00:00,18,1
203,J,2024-01-31 10:12:00,19,1
203,F,2024-01-31 10:46:00,20,1
203,Q,2024-01-31 11:09:00,21,1
203,D,2024-01-31 11:42:00,22,1
203,N,2024-01-31 12:02:00,23,1
203,F,2024-01-31 12:34:00,24,1
203,end,2024-01-31 13:10:00,25,1
403,start,2024-01-31 00:16:00,1,1
403,N,2024-01-31 00:43:00,2,1
403,P,2024-01-31 01:30:00,3,1
403,R,2024-01-31 02:23:00,4,1
403,A,2024-01-31 03:03:00,5,1
403,R,2024-01-31 03:39:00,6,1
403,H,2024-01-31 03:46:00,7,1
403,S,2024-01-31 04:34:00,8,1
403,G,2024-01-31 05:07:00,9,1
403,T,2024-01-31 05:53:00,10,1
403,G,2024-01-31 06:51:00,11,1
403,K,2024-01-31 07:21:00,12,1
403,Q,2024-01-31 07:45:00,13,1
403,L,2024-01-31 08:04:00,14,1
403,L,2024-01-31 08:35:00,15,1
403,H,2024-01-31 09:34:00,16,1
403,B,2024-01-31 09:40:00,17,1
403,J,2024-01-31 10:00:00,18,1
403,J,2024-01-31 10:12:00,19,1
403,F,2024-01-31 10:46:00,20,1
403,Q,2024-01-31 11:09:00,21,1
403,D,2024-01-31 11:42:00,22,1
403,N,2024-01-31 12:02:00,23,1
403,F,2024-01-31 12:34:00,24,1
403,end,2024-01-31 13:10:00,25,1
603,start,2024-01-31 00:16:00,1,1
603,N,2024-01-31 00:43:00,2,1
603,P,2024-01-31 01:30:00,3,1
603,R,2024-01-31 02:23:00,4,1
603,A,2024-01-31 03:03:00,5,1
603,R,2024-01-31 03:39:00,6,1
603,H,2024-01-31 03:46:00,7,1
603,S,2024-01-31 04:34:00,8,1
603,G,2024-01-31 05:07:00,9,1
603,T,2024-01-31 05:53:00,10,1
603,G,2024-01-31 06:51:00,11,1
603,K,2024-01-31 07:21:00,12,1
603,Q,2024-01-31 07:45:00,13,1
603,L,2024-01-31 08:04:00,14,1
603,L,2024-01-31 08:35:00,15,1
603,H,2024-01-31 09:34:00,16,1
603,B,2024-01-31 09:40:00,17,1
603,J,2024-01-31 10:00:00,18,1
603,J,2024-01-31 10:12:00,19,1
603,F,2024-01-31 10:46:00,20,1
603,Q,2024-01-31 11:09:00,21,1
603,D,2024-01-31 11:42:00,22,1
603,N,2024-01-31 12:02:00,23,1
603,F,2024-01-31 12:34:00,24,1
603,end,2024-01-31 13:10:00,25,1
803,start,2024-01-31 00:16:00,1,1
803,N,2024-01-31 00:43:00,2,1
803,P,2024-01-31 01:30:00,3,1
803,R,2024-01-31 02:23:00,4,1
803,A,2024-01-31 03:03:00,5,1
803,R,2024-01-31 03:39:00,6,1
803,H,2024-01-31 03:46:00,7,1
803,S,2024-01-31 04:34:00,8,1
803,G,2024-01-31 05:07:00,9,1
803,T,2024-01-31 05:53:00,10,1
803,G,2024-01-31 06:51:00,11,1
803,K,2024-01-31 07:21:00,12,1
803,Q,2024-01-31 07:45:00,13,1
803,L,2024-01-31 08:04:00,14,1
803,L,2024-01-31 08:35:00,15,1
803,H,2024-01-31 09:34:00,16,1
803,B,2024-01-31 09:40:00,17,1
803,J,2024-01-31 10:00:00,18,1
803,J,2024-01-31 10:12:00,19,1
803,F,2024-01-31 10:46:00,20,1
803,Q,2024-01-31 11:09:00,21,1
803,D,2024-01-31 11:42:00,22,1
803,N,2024-01-31 12:02:00,23,1
803,F,2024-01-31 12:34:00,24,1
803,end,2024-01-31 13:10:00,25,1
1003,start,2024-01-31 00:16:00,1,1
1003,N,2024-01-31 00:43:00,2,1
1003,P,2024-01-31 01:30:00,3,1
1003,R,2024-01-31 02:23:00,4,1
1003,A,2024-01-31 03:03:00,5,1
1003,R,2024-01-31 03:39:00,6,1
1003,H,2024-01-31 03:46:00,7,1
1003,S,2024-01-31 04:34:00,8,1
1003,G,2024-01-31 05:07:00,9,1
1003,T,2024-01-31 05:53:00,10,1
1003,G,2024-01-31 06:51:00,11,1
1003,K,2024-01-31 07:21:00,12,1
1003,Q,2024-01-31 07:45:00,13,1
1003,L,2024-01-31 08:04:00,14,1
1003,L,2024-01-31 08:35:00,15,1
1003,H,2024-01-31 09:34:00,16,1
1003,B,2024-01-31 09:40:00,17,1
1003,J,2024-01-31 10:00:00,18,1
1003,J,2024-01-31 10:12:00,19,1
1003,F,2024-01-31 10:46:00,20,1
1003,Q,2024-01-31 11:09:00,21,1
1003,D,2024-01-31 11:42:00,22,1
1003,N,2024-01-31 12:02:00,23,1
1003,F,2024-01-31 12:34:00,24,1
1003,end,2024-01-31 13:10:00,25,1
1203,start,2024-01-31 00:16:00,1,1
1203,N,2024-01-31 00:43:00,2,1
1203,P,2024-01-31 01:30:00,3,1
1203,R,2024-01-31 02:23:00,4,1
1203,A,2024-01-31 03:03:00,5,1
1203,R,2024-01-31 03:39:00,6,1
1203,H,2024-01-31 03:46:00,7,1
1203,S,2024-01-31 04:34:00,8,1
1203,G,2024-01-31 05:07:00,9,1
1203,T,2024-01-31 05:53:00,10,1
1203,G,2024-01-31 06:51:00,11,1
1203,K,2024-01-31 07:21:00,12,1
1203,Q,2024-01-31 07:45:00,13,1
1203,L,2024-01-31 08:04:00,14,1
1203,L,2024-01-31 08:35:00,15,1
1203,H,2024-01-31 09:34:00,16,1
1203,B,2024-01-31 09:40:00,17,1
1203,J,2024-01-31 10:00:00,18,1
1203,J,2024-01-31 10:12:00,19,1
1203,F,2024-01-31 10:46:00,20,1
1203,Q,2024-01-31 11:09:00,21,1
1203,D,2024-01-31 11:42:00,22,1
1203,N,2024-01-31 12:02:00,23,1
1203,F,2024-01-31 12:34:00,24,1
1203,end,2024-01-31 13:10:00,25,1
1403,start,2024-01-31 00:16:00,1,1
1403,N,2024-01-31 00:43:00,2,1
1403,P,2024-01-31 01:30:00,3,1
1403,R,2024-01-31 02:23:00,4,1
1403,A,2024-01-31 03:03:00,5,1
1403,R,2024-01-31 03:39:00,6,1
1403,H,2024-01-31 03:46:00,7,1
1403,S,2024-01-31 04:34:00,8,1
1403,G,2024-01-31 05:07:00,9,1
1403,T,2024-01-31 05:53:00,10,1
1403,G,2024-01-31 06:51:00,11,1
1403,K,2024-01-31 07:21:00,12,1
1403,Q,2024-01-31 07:45:00,13,1
1403,L,2024-01-31 08:04:00,14,1
1403,L,2024-01-31 08:35:00,15,1
1403,H,2024-01-31 09:34:00,16,1
1403,B,2024-01-31 09:40:00,17,1
1403,J,2024-01-31 10:00:00,18,1
1403,J,2024-01-31 10:12:00,19,1
1403,F,2024-01-31 10:46:00,20,1
1403,Q,2024-01-31 11:09:00,21,1
1403,D,2024-01-31 11:42:00,22,1
1403,N,2024-01-31 12:02:00,23,1
1403,F,2024-01-31 12:34:00,24,1
1403,end,2024-01-31 13:10:00,25,1
1603,start,2024-01-31 00:16:00,1,1
1603,N,2024-01-31 00:43:00,2,1
1603,P,2024-01-31 01:30:00,3,1
1603,R,2024-01-31 02:23:00,4,1
1603,A,2024-01-31 03:03:00,5,1
1603,R,2024-01-31 03:39:00,6,1
1603,H,2024-01-31 03:46:00,7,1
1603,S,2024-01-31 04:34:00,8,1
1603,G,2024-01-31 05:07:00,9,1
1603,T,2024-01-31 05:53:00,10,1
1603,G,2024-01-31 06:51:00,11,1
1603,K,2024-01-31 07:21:00,12,1
1603,Q,2024-01-31 07:45:00,13,1
1603,L,2024-01-31 08:04:00,14,1
1603,L,2024-01-31 08:35:00,15,1
1603,H,2024-01-31 09:34:00,16,1
1603,B,2024-01-31 09:40:00,17,1
1603,J,2024-01-31 10:00:00,18,1
1603,J,2024-01-31 10:12:00,19,1
1603,F,2024-01-31 10:46:00,20,1
1603,Q,2024-01-31 11:09:00,21,1
1603,D,2024-01-31 11:42:00,22,1
1603,N,2024-01-31 12:02:00,23,1
1603,F,2024-01-31 12:34:00,24,1
1603,end,2024-01-31 13:10:00,25,1
1803,start,2024-01-31 00:16:00,1,1
1803,N,2024-01-31 00:43:00,2,1
1803,P,2024-01-31 01:30:00,3,1
1803,R,2024-01-31 02:23:00,4,1
1803,A,2024-01-31 03:03:00,5,1
1803,R,2024-01-31 03:39:00,6,1
1803,H,2024-01-31 03:46:00,7,1
1803,S,2024-01-31 04:34:00,8,1
1803,G,2024-01-31 05:07:00,9,1
1803,T,2024-01-31 05:53:00,10,1
1803,G,2024-01-31 06:51:00,11,1
1803,K,2024-01-31 07:21:00,12,1
1803,Q,2024-01-31 07:45:00,13,1
1803,L,2024-01-31 08:04:00,14,1
1803,L,2024-01-31 08:35:00,15,1
1803,H,2024-01-31 09:34:00,16,1
1803,B,2024-01-31 09:40:00,17,1
1803,J,2024-01-31 10:00:00,18,1
1803,J,2024-01-31 10:12:00,19,1
1803,F,2024-01-31 10:46:00,20,1
1803,Q,2024-01-31 11:09:00,21,1
1803,D,2024-01-31 11:42:00,22,1
1803,N,2024-01-31 12:02:00,23,1
1803,F,2024-01-31 12:34:00,24,1
1803,end,2024-01-31 13:10:00,25,1
4,start,2024-01-31 00:25:00,1,1
4,D,2024-01-31 00:41:00,2,1
4,P,2024-01-31 00:51:00,3,1
4,F,2024-01-31 01:30:00,4,1
4,D,2024-01-31 02:01:00,5,1
4,A,2024-01-31 02:49:00,6,1
4,C,2024-01-31 03:08:00,7,1
4,M,2024-01-31 03:15:00,8,1
4,K,2024-01-31 03:46:00,9,1
4,G,2024-01-31 04:04:00,10,1
4,R,2024-01-31 04:53:00,11,1
4,B,2024-01-31 04:57:00,12,1
4,F,2024-01-31 05:49:00,13,1
4,R,2024-01-31 06:31:00,14,1
4,T,2024-01-31 06:36:00,15,1
4,B,2024-01-31 06:41:00,16,1
4,G,2024-01-31 06:46:00,17,1
4,G,2024-01-31 07:21:00,18,1
4,C,2024-01-31 08:13:00,19,1
4,F,2024-01-31 08:19:00,20,1
4,F,2024-01-31 09:10:00,21,1
4,H,2024-01-31 09:19:00,22,1
4,C,2024-01-31 09:22:00,23,1
4,G,2024-01-31 09:23:00,24,1
4,end,2024-01-31 10:06:00,25,1
204,start,2024-01-31 00:25:00,1,1
204,D,2024-01-31 00:41:00,2,1
204,P,2024-01-31 00:51:00,3,1
204,F,2024-01-31 01:30:00,4,1
204,D,2024-01-31 02:01:00,5,1
204,A,2024-01-31 02:49:00,6,1
204,C,2024-01-31 03:08:00,7,1
204,M,2024-01-31 03:15:00,8,1
204,K,2024-01-31 03:46:00,9,1
204,G,2024-01-31 04:04:00,10,1
204,R,2024-01-31 04:53:00,11,1
204,B,2024-01-31 04:57:00,12,1
204,F,2024-01-31 05:49:00,13,1
204,R,2024-01-31 06:31:00,14,1
204,T,2024-01-31 06:36:00,15,1
204,B,2024-01-31 06:41:00,16,1
204,G,2024-01-31 06:46:00,17,1
204,G,2024-01-31 07:21:00,18,1
204,C,2024-01-31 08:13:00,19,1
204,F,2024-01-31 08:19:00,20,1
204,F,2024-01-31 09:10:00,21,1
204,H,2024-01-31 09:19:00,22,1
204,C,2024-01-31 09:22:00,23,1
204,G,2024-01-31 09:23:00,24,1
204,end,2024-01-31 10:06:00,25,1
5,start,2024-01-31 00:26:00,1,1
5,J,2024-01-31 00:36:00,2,1
5,C,2024-01-31 01:00:00,3,1
5,B,2024-01-31 01:56:00,4,1
5,S,2024-01-31 02:52:00,5,1
5,B,2024-01-31 03:18:00,6,1
5,N,2024-01-31 03:20:00,7,1
5,C,2024-01-31 03:45:00,8,1
5,R,2024-01-31 04:07:00,9,1
5,A,2024-01-31 04:50:00,10,1
5,D,2024-01-31 05:35:00,11,1
5,D,2024-01-31 06:23:00,12,1
5,F,2024-01-31 06:57:00,13,1
5,U,2024-01-31 07:25:00,14,1
